story_id,source_slice,feature,actor,user_story,expected_behavior,entry_points,evidence,inventory_status,qa_status,error_status,documented_errors,fix_status,retest_status,duplicate_or_overlap,source_analysis,notes
NB-025,network-bridges,List bridge providers,Operator / Agent,As an operator I want to see installed bridge-capable providers.,"`GET /api/bridges/providers` returns providers (platform, extension, secret slots); web empty-state lists them.",`GET /api/bridges/providers`; web bridges empty state,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed API/CLI where available; web blocked,No product error,No product error observed. Browser-only UI execution remains blocked by browser.mode=blocked.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Drives create-dialog provider choices. Browser UI remains blocked by lab browser.mode=blocked; backing API/CLI was exercised.
NB-026,network-bridges,Create bridge,Operator,As an operator I want to create a bridge instance.,"`POST /api/bridges` decodes strict JSON (rejects unknown/extra fields), validates the create request, returns instance + health (201).",`POST /api/bridges`; CLI `bridge create`; web create dialog,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json; qa/issues/BUG-013.md; qa/evidence/batch-024-bridges-notifications/nb034-nb035-target-refresh-retest-3.json,QA complete,Passed after BUG-013; web blocked,BUG-013 fixed,"BUG-013: bridge CLI create/update could not set provider_config, breaking CLI parity for provider runtime config.",Fixed,Passed with CLI --provider-config retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Unknown-field body → 400.
NB-027,network-bridges,Get bridge,Operator / Agent,As an operator I want one bridge's detail + health.,`GET /api/bridges/:id` returns the instance + enriched health/diagnostics.,`GET /api/bridges/:id`; CLI `bridge get`; web detail panel,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed API/CLI where available; web blocked,No product error,No product error observed. Browser-only UI execution remains blocked by browser.mode=blocked.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Browser UI remains blocked by lab browser.mode=blocked; backing API/CLI was exercised.
NB-028,network-bridges,Update bridge config,Operator,As an operator I want to patch a bridge's mutable config.,"`PATCH /api/bridges/:id` updates mutable fields, returns instance + health.",`PATCH /api/bridges/:id`; CLI `bridge update`; web edit dialog,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json; qa/issues/BUG-013.md; qa/evidence/batch-024-bridges-notifications/nb034-nb035-target-refresh-retest-3.json,QA complete,Passed after BUG-013; web blocked,BUG-013 fixed,"BUG-013: bridge CLI create/update could not set provider_config, breaking CLI parity for provider runtime config.",Fixed,Passed with CLI --provider-config retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-029,network-bridges,Enable bridge,Operator / Agent,As an operator I want to enable a bridge.,"`POST /api/bridges/:id/enable` transitions the instance to `starting`, returns instance + health.",`POST .../enable`; CLI `bridge enable`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json; qa/evidence/batch-024-bridges-notifications/nb034-nb035-target-refresh-retest-3.json,QA complete,Passed,No product error,No product error observed.,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Observe status → starting → ready.
NB-030,network-bridges,Disable bridge,Operator / Agent,As an operator I want to disable a bridge.,"`POST /api/bridges/:id/disable` transitions to `disabled`, returns instance + health.",`POST .../disable`; CLI `bridge disable`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed,No product error,No product error observed.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-031,network-bridges,Restart bridge,Operator / Agent,As an operator I want to restart a bridge while keeping its routes.,`POST /api/bridges/:id/restart` restarts the instance preserving route ownership.,`POST .../restart`; CLI `bridge restart`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed,No product error,No product error observed.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Confirm routes survive restart.
NB-032,network-bridges,Stream bridge health (SSE),Operator,As an operator I want live bridge-health updates.,"`GET /api/bridges/health/stream` opens SSE, emits an initial snapshot, then emits diffed snapshots on poll change; scope-filterable.",`GET /api/bridges/health/stream`; web bridges health,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed API/CLI where available; web blocked,No product error,No product error observed. Browser-only UI execution remains blocked by browser.mode=blocked.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Only SSE in this slice; network has none. Browser UI remains blocked by lab browser.mode=blocked; backing API/CLI was exercised.
NB-033,network-bridges,List bridge routes,Operator / Agent,As an operator I want a bridge's persisted routes.,`GET /api/bridges/:id/routes` returns the routes owned by the instance.,`GET .../routes`; CLI `bridge routes`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed,No product error,No product error observed.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-034,network-bridges,List bridge targets,Operator / Agent,As an operator I want to browse a bridge's deliverable targets.,"`GET /api/bridges/:id/targets?q=&limit=` returns the daemon-owned target directory with cache-stale flag, generated-at, and last-successful-refresh.",`GET .../targets`; CLI `bridge targets`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json; qa/issues/BUG-014.md; qa/evidence/batch-024-bridges-notifications/nb034-nb035-target-refresh-retest-3.json,QA complete,Passed,BUG-014 fixed,BUG-014: stale bridge target directory did not refresh on list/resolve before returning user-facing target data.,Fixed,Passed after on-demand target refresh retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Verify cache_stale surfacing.
NB-035,network-bridges,Resolve bridge target,Operator / Agent,As an operator I want to resolve a friendly target name without sending.,`POST /api/bridges/:id/resolve` returns the resolved target; ambiguous → 422 with candidate diagnostic; unknown → 404 diagnostic.,`POST .../resolve`; CLI `bridge resolve`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json; qa/issues/BUG-014.md; qa/evidence/batch-024-bridges-notifications/nb034-nb035-target-refresh-retest-3.json,QA complete,Passed,BUG-014 fixed,BUG-014: stale bridge target directory did not refresh on list/resolve before returning user-facing target data.,Fixed,Passed after on-demand target refresh retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Test ambiguous + unknown branches.
NB-036,network-bridges,List bridge secret bindings,Operator / Agent,As an operator I want to list a bridge's secret bindings.,`GET /api/bridges/:id/secret-bindings` returns bindings (secret values never exposed).,`GET .../secret-bindings`; CLI `bridge secret-bindings list`,qa/evidence/batch-024-bridges-notifications/nb036-nb037-secret-bindings-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed after corrected secret-redaction retest,QA expectation corrected; no product error,Initial harness treated secret_ref metadata as a leak. Retest checked raw secret values and found no value exposure.,Not needed,Passed with raw secret-value absence scan.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Confirm no secret value leaks.
NB-037,network-bridges,Put bridge secret binding,Operator,As an operator I want to set/update a bridge secret binding.,`PUT /api/bridges/:id/secret-bindings/:binding_name` stores binding + secret value; response returns binding metadata only.,`PUT .../secret-bindings/:name`; CLI `bridge secret-bindings put`,qa/evidence/batch-024-bridges-notifications/nb036-nb037-secret-bindings-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed after corrected secret-redaction retest,QA expectation corrected; no product error,Initial harness treated secret_ref metadata as a leak. Retest checked raw secret values and found no value exposure.,Not needed,Passed with raw secret-value absence scan.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Secret-redaction is security-critical.
NB-038,network-bridges,Delete bridge secret binding,Operator,As an operator I want to remove a secret binding.,`DELETE /api/bridges/:id/secret-bindings/:binding_name` removes the row → 204.,`DELETE .../secret-bindings/:name`; CLI `bridge secret-bindings delete`,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed,No product error,No product error observed.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-039,network-bridges,Test bridge delivery (dry run),Operator / Agent,As an operator I want to verify a bridge can resolve an outbound target without sending.,"`POST /api/bridges/:id/test-delivery` resolves the typed delivery target without a live adapter; returns `status=resolved`, message echo, and delivery target.",`POST .../test-delivery`; CLI `bridge test-delivery`; web test-delivery dialog,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json; qa/issues/BUG-014.md; qa/evidence/batch-024-bridges-notifications/nb034-nb035-target-refresh-retest-3.json,QA complete,Passed API/CLI where available; web blocked,BUG-014 fixed,BUG-014: stale bridge target directory did not refresh on list/resolve before returning user-facing target data.,Fixed,Passed after on-demand target refresh retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Web test-delivery dialog remains browser-blocked; CLI/API dry run passed with refreshed targets.
NB-040,network-bridges,Create task bridge notification subscription,Operator / Agent,As an operator I want a task to notify a bridge target on terminal state.,"`POST /api/tasks/:id/notifications/bridges` validates scope/workspace match (task↔request↔bridge instance), persists a terminal-notification subscription, returns subscription + delivery cursor (201).",`POST /api/tasks/:id/notifications/bridges`; web tasks bridge-notifications card,qa/evidence/batch-024-bridges-notifications/nb043-nb046-notifications-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed API/CLI where available,No product error,No product error observed.,Not needed,Passed,Bridge-notification create behavior; overlaps task-scoped summary TA-021.,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Overlaps tasks slice — see Risks.
NB-041,network-bridges,List task bridge notification subscriptions,Operator / Agent,As an operator I want to list a task's bridge notification subscriptions.,`GET /api/tasks/:id/notifications/bridges` returns subscriptions (filterable) with cursor state.,`GET /api/tasks/:id/notifications/bridges`,qa/evidence/batch-024-bridges-notifications/nb043-nb046-notifications-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed API/CLI where available,No product error,No product error observed.,Not needed,Passed,Bridge-notification list behavior; overlaps task-scoped summary TA-021.,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-042,network-bridges,Get task bridge notification subscription,Operator / Agent,As an operator I want one subscription's detail.,`GET /api/tasks/:id/notifications/bridges/:subscription_id` returns the subscription scoped to the task (404 if subscription belongs to another task).,`GET .../bridges/:subscription_id`,qa/evidence/batch-024-bridges-notifications/nb043-nb046-notifications-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed API/CLI where available,No product error,No product error observed.,Not needed,Passed,Bridge-notification detail behavior; overlaps task-scoped summary TA-021.,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-043,network-bridges,Delete task bridge notification subscription,Operator / Agent,As an operator I want to remove a subscription.,`DELETE /api/tasks/:id/notifications/bridges/:subscription_id` removes it → 204.,`DELETE .../bridges/:subscription_id`,qa/evidence/batch-024-bridges-notifications/nb043-nb046-notifications-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed API/CLI where available,QA expectation corrected; no product error,CLI delete returned a successful deletion payload; follow-up list verified absence.,Not needed,Passed with follow-up subscription list.,Bridge-notification delete behavior; overlaps task-scoped summary TA-021.,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-044,network-bridges,List notification presets,Operator / Agent,As an operator I want to list notification presets (filterable).,`GET /api/notifications/presets?enabled=&built_in=&name=&limit=` returns presets + total + generated-at.,`GET /api/notifications/presets`; web Settings → Hooks & Extensions,qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-rerun.json,QA complete,Passed API/CLI where available; web blocked,No product error,No product error observed. Browser-only UI execution remains blocked by browser.mode=blocked.,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Browser UI remains blocked by lab browser.mode=blocked; backing API/CLI was exercised.
NB-045,network-bridges,Get / create / delete notification preset,Operator / Agent,"As an operator I want to view, create, and delete notification presets.",`GET /:name` returns one; `POST` creates (strict JSON); `DELETE /:name` → 204. CLI exposes `notification show/create/delete`.,`GET`/`POST`/`DELETE /api/notifications/presets[/:name]`; CLI `notification show|create|delete`,qa/evidence/batch-024-bridges-notifications/nb043-nb046-notifications-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed after corrected filter retest; web blocked,QA fixture corrected; no product error,"Initial harness used unsupported filter syntax outcome == ""success"". Retest used documented grammar outcome = success.",Not needed,Passed HTTP and CLI create/delete retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,
NB-046,network-bridges,Update notification preset,Operator,As an operator I want to update a notification preset.,`PUT /api/notifications/presets/:name` mutates the preset (strict JSON) and returns it.,`PUT /api/notifications/presets/:name`; web preset edit,qa/issues/BUG-015.md; qa/evidence/batch-024-bridges-notifications/nb046-cli-update-retest.json; qa/evidence/batch-024-bridges-notifications/nb043-nb046-notifications-retest.json; qa/evidence/batch-024-bridges-notifications/nb024-nb046-final-summary.json,QA complete,Passed after BUG-015; web blocked,BUG-015 fixed,BUG-015: notification presets had HTTP update support but no full CLI update command for events/filter/targets/enabled.,Fixed,Passed with new CLI update live retest.,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,CLI update command added in BUG-015; web preset edit remains browser-blocked in this lab.
MS-001,memory-settings,List memory/knowledge by scope,Operator/Agent,"As a user I list durable memory filtered by scope (global/workspace/agent), so I can browse what the agent knows.",`GET /api/memory?scope=&workspace_id=&agent_name=&agent_tier=` returns redacted summaries; Knowledge route shows scope pills + count; system-managed files hidden unless `include_system`.,Web `/knowledge`; `GET /api/memory`; UDS parity,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP list and UDS CLI list returned redacted global summaries containing the disposable QA memory; Knowledge web route remains browser-blocked in this lab.
MS-002,memory-settings,Read one memory document,Operator/Agent,As a user I open a memory file to read its frontmatter + body.,`GET /api/memory/:filename?scope=...` returns entry; 404 for system-managed when `include_system=false`.,Web detail panel; `GET /api/memory/:filename`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP read and UDS CLI show returned frontmatter/body; system-managed missing file was hidden as 404 without include_system.
MS-003,memory-settings,Create memory entry,Operator/Agent,As a user I create a memory note and the controller decides accept/reject.,"`POST /api/memory` validates, proposes candidate; `OpReject` → 422 with decision; else 200 with applied/dry-run.",Web KnowledgeCreateDialog; `POST /api/memory`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP and UDS CLI create returned applied controller decisions with target filenames.
MS-004,memory-settings,Edit memory document,Operator/Agent,As a user I edit a memory file's content/frontmatter.,"`PATCH /api/memory/:filename` reads current, proposes edit candidate, returns decision/applied.",Web KnowledgeEditDialog; `PATCH /api/memory/:filename`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP and UDS CLI edit returned applied decisions; follow-up read showed edited body content.
MS-005,memory-settings,Delete memory document,Operator/Agent,As a user I delete a memory file.,`DELETE /api/memory/:filename` proposes delete; returns decision + applied.,Web KnowledgeDeleteDialog; `DELETE /api/memory/:filename`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP cleanup deletes for global/workspace/ad-hoc entries and UDS CLI delete returned applied delete decisions or expected already-missing cleanup responses.
MS-006,memory-settings,Search durable memory,Operator/Agent,As a user I search memory and get ranked matches with snippets.,"`POST /api/memory/search` runs recall; if empty, falls back to explicit `Search`; returns results + recall trace.",Web Knowledge search bar; `POST /api/memory/search`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP and UDS CLI search returned ranked matches for the created memory entry and snippet payloads.
MS-007,memory-settings,Promote memory across scopes,Agent/Operator,As a user I promote a memory from one scope to a higher/different scope.,`POST /api/memory/promote` copies frontmatter/body to target selector via controller decision.,`POST /api/memory/promote` (API/agent; no dedicated web control found),/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP promote copied a global memory into workspace scope; UDS CLI dry-run promote returned a decision. No dedicated web control found in the inventory.
MS-008,memory-settings,Reindex derived catalog,Agent/Operator,As a user I rebuild the derived memory catalog from markdown files.,`POST /api/memory/reindex` returns indexed file count + scope.,`POST /api/memory/reindex` (API/agent),/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP and UDS CLI reindex returned integer indexed_files counts for global memory.
MS-009,memory-settings,Reset derived memory,Operator,"As a user I reset derived memory (derived-only, with confirm).",`POST /api/memory/reset`: without `confirm` is a no-op preview; `derived_only=false` → 422 (only derived supported); returns deleted rows.,`POST /api/memory/reset` (API/agent),/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"HTTP reset preview was a no-op, non-derived reset returned 400, confirmed derived reset succeeded, and UDS CLI dry-run succeeded."
MS-010,memory-settings,Reload memory generation,Agent/Operator,As a user I bump the memory reload generation.,"`POST /api/memory/reload` validates optional selector, returns reloaded-at + generation.",`POST /api/memory/reload`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP and UDS CLI reload returned non-zero generation timestamps.
MS-011,memory-settings,Memory health snapshot,Operator,"As a user I see memory health (enabled, files, orphans, dream, last reindex).",`GET /api/memory/health?workspace_id=` returns status ok/disabled/degraded/unavailable + counts.,Web memory settings health card; `GET /api/memory/health`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Workspace memory health returned a concrete status/count payload from the isolated daemon; settings UI health card remains browser-blocked.
MS-012,memory-settings,Memory config metadata,Agent,"As an agent I read which memory config paths are mutable vs locked, and available providers.","`GET /api/memory/config` returns config payload, mutable/locked paths, provider payloads.",`GET /api/memory/config`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"Memory config metadata returned mutable paths, locked paths, and provider metadata without secrets."
MS-013,memory-settings,Memory operation history,Operator/Agent,As a user I view bounded redacted memory operation history.,`GET /api/memory/history?...` returns redacted operation records.,`GET /api/memory/history`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Passed with redaction retest,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP history and UDS CLI history returned bounded operation rows; redaction retest confirmed token-like values become token=[REDACTED].
MS-014,memory-settings,Memory scope-show,Agent,As an agent I resolve the effective selector + precedence chain + roots for a scope.,"`GET /api/memory/scope-show?...` returns selector, precedence list, roots.",`GET /api/memory/scope-show`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"HTTP and UDS CLI scope-show resolved workspace selector, precedence, and roots."
MS-015,memory-settings,Memory decisions list/get/revert,Operator,As a user I review controller decisions and revert one.,"`GET /api/memory/decisions`, `/decisions/:id`, `POST /decisions/:id/revert` (dry-run supported).",Web KnowledgeDecisionsSection; decision routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Passed after QA harness syntax correction,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"HTTP decision list/get, dry-run revert, and applied revert passed; UDS CLI decisions list passed after correcting QA harness syntax (no --limit flag)."
MS-016,memory-settings,Trigger dream consolidation,Operator/Agent,As a user I trigger dream consolidation; disabled returns skipped.,`POST /api/memory/dreams/trigger`: if `DreamTrigger` nil/disabled → 200 skipped+reason; else running/skipped.,Web `useTriggerMemoryDream`; `POST /api/memory/dreams/trigger`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP and UDS CLI dream trigger returned truthful running/skipped trigger payloads under current gates.
MS-017,memory-settings,Dreams list/status/get/retry,Operator,As a user I view dream runs and retry failures.,"`GET /api/memory/dreams`, `/dreams/status` (always `[]` — truthful empty), `/dreams/:id`, `POST /dreams/:id/retry`.",Dream routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"Dream status/list returned non-nil lists, missing dream get returned 404, retry route returned retry payload, and UDS CLI status passed."
MS-018,memory-settings,Memory daily logs,Operator,As a user I list memory daily-log records.,`GET /api/memory/daily?...` returns daily log payloads.,`GET /api/memory/daily`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Passed after QA harness syntax correction,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,HTTP daily logs returned operation-count payloads; UDS CLI daily ls passed after correcting QA harness syntax (no --limit flag).
MS-019,memory-settings,Memory extractor status/failures/retry/drain,Operator/Agent,As a user I inspect the memory extractor and retry/drain failures.,"`GET /extractor/status` (stopped when nil), `/extractor/failures` (`[]` when nil), `POST /extractor/retry` & `/drain` (501 when nil).",Extractor routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Extractor status/failures/retry/drain returned live lifecycle/count payloads; UDS CLI extractor status passed.
MS-020,memory-settings,Memory providers lifecycle,Agent/Operator,As a user I list/get/select/enable/disable memory providers.,"`GET /providers`, `/providers/:name`, `POST /providers/select`, `/providers/:name/enable|disable` (501 when registry nil).",Memory provider routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Provider list/get/select/disable/enable routes returned local provider lifecycle payloads; local disable is a no-op because the built-in active provider remains active; UDS CLI provider list passed.
MS-021,memory-settings,Ad-hoc memory note,Agent,As an agent I append an ad-hoc memory note quickly.,"`POST /api/memory/ad-hoc` requires content, derives filename/slug, proposes candidate; reject → 422.",`POST /api/memory/ad-hoc`,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Ad-hoc note accepted a generated slug/path; empty content returned 400.
MS-022,memory-settings,Session memory ledger/replay,Operator,As a user I view a session's memory ledger and replay it.,`GET /api/workspaces/:workspace_id/memory/sessions/:session_id/ledger`; `POST .../replay` (501 when ledger nil).,Workspace memory-sessions routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Passed after positive fresh-session ledger retest,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Fresh acpmock session was created and stopped; HTTP ledger and replay returned materialized session meta/events. Existing older session without ledger returned 404 as expected.
